document_id;source;title;summary;tags;year;file_name_original;file_name_standardized;file_path;file_size_mb;pages;language;document_type;hash_sha256;url;created_at
1186b4c9-b51c-4e82-b166-ec4295560fc8;inca;Conheça o Centro de Transplante de Medula Óssea: orientações aos pacientes;3rd edition guide for patients on Bone Marrow Transplant Center by Instituto Nacional de Câncer José Alencar Gomes da Silva, published in 2014. Available under Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License.;Communication in Healthcare, Bone Marrow Transplant, Patient Education Prospectus, Instituto Nacional de Câncer;2014;conheca-o-centro-de-transplante-de-medula-ossea-orientacoes-aos-pacientes-3a-edicao-2014.pdf;inca_2014_conheca_o_centro_de_transplante_de_medula_ossea_orientacoes_aos_pacientes.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2014_conheca_o_centro_de_transplante_de_medula_ossea_orientacoes_aos_pacientes.pdf;458;28;pt;institutional_guide;f367350c00072ea5a9c3e4dad0a310b0a0095ba3cf0b650a4bb38262e46a19d2;;16/03/2026 17:12
c1e5f28c-2b30-48ff-a5c5-50c10757cc00;inca;Conheça o Hospital do Câncer II - 2a edição;Este documento apresenta a 2ª edição do Hospital do Câncer II, publicado pela Divisão de Comunicação Social do Instituto Nacional de Câncer José Alencar Gomes da Silva (INCA) em 2014. É destinado à comunicação em saúde e educação de pacientes, abordando instituições de câncer no Brasil.;Hospital do Câncer II, INCA, Comunicação em Saúde, Institutos de Câncer, Educação de Pacientes, Brasil;2014;conheca-o-hospital-do-cancer-2-2a-edicao-2011 (1).pdf;inca_2014_conheca_o_hospital_do_cancer_ii_-_2a_edicao.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2014_conheca_o_hospital_do_cancer_ii_-_2a_edicao.pdf;179;20;pt;institutional_guide;b210d29392bc99352b2ff7e05e1f9a5bc2d8c0dd5c6b718e2d0c78ce7afefa7d;;16/03/2026 17:14
b8055903-1636-4ed4-b2b5-d85b26279d9f;inca;Conheça o Hospital do Câncer IV (4ª Edição) 2014;Este é um guia sobre o Hospital do Câncer IV, publicado pela Divisão de Comunicação Social do Instituto Nacional de Câncer José Alencar Gomes da Silva. A obra aborda relações hospital-paciente, assistência ao paciente e cuidados paliativos.;Hospital do Câncer IV, Instituto Nacional de Câncer, Guia para Pacientes, Assistência ao Paciente, Relações Hospital-Paciente, Cuidados Paliativos, Direito à Saúde, Prospecto para Educação de Pacientes, SUS, Ministério da Saúde;2014;conheca-o-hospital-do-cancer-4-4a-edicao-2014.pdf;inca_2014_conheca_o_hospital_do_cancer_iv_4a_edicao_2014.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2014_conheca_o_hospital_do_cancer_iv_4a_edicao_2014.pdf;49;20;pt;patient_education;f9843cdd4e7dedd0dbb51406a6f576dd8f4e46379fd11d52b1aaffe8ea702ed2;;16/03/2026 17:19
7e63abc0-31cf-49c6-a321-d99ad88d09b9;inca;Consenso Nacional de Nutrição Oncológica para Pacientes Pediátricos Oncológicos;Nutritional consensus for pediatric oncology patients in Rio de Janeiro by INCA (National Cancer Institute of Brazil), outlining guidelines to manage weight loss, malnutrition, and other nutrition-related issues during cancer treatment.;Pediatric Oncology, Nutrition, Cancer Care, INCA, Brazil, Consensus, Oncological Nutrition, Pediatrics, Childhood Cancer;2014;consenso-de-nutricao-oncologica-pediatria.pdf;inca_2014_consenso_nacional_de_nutricao_oncologica_para_pacientes_pediatricos_oncologicos.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2014_consenso_nacional_de_nutricao_oncologica_para_pacientes_pediatricos_oncologicos.pdf;424;90;pt;institutional_guide;e2f3baaa44052261aa145b1baf6e60787f33ad168a5368f6c57e28afa31cbd28;;16/03/2026 17:20
32df40a0-c2af-49ad-ac68-09d9095d6104;inca;Vozes pela Prevenção: Nutrição, Câncer de Trabalho e Tabagismo;Discussão sobre a importância da alimentação saudável, riscos do câncer relacionado ao trabalho e o controlo do tabagismo pelo INCA no Brasil em 2014.;Alimentação, Nutrição, Câncer, Trabalho, Tabagismo, INCA, Prevenção, Saúde Pública, Rio de Janeiro, Documento Médico;2014;vozes-prevencao-alimentacao-nutricao-cancer-relcaionado-trabalho-controle-tabagismo-2014.compressed-min.pdf;inca_2014_vozes_pela_prevencao_nutricao_cancer_de_trabalho_e_tabagismo.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2014_vozes_pela_prevencao_nutricao_cancer_de_trabalho_e_tabagismo.pdf;171;34;pt;institutional_guide;b944a9d7824c1ef34530b87b1618565dd0ecc9ddefced58067a2af68c3553654;;16/03/2026 17:55
6967c419-cdb7-4ffc-93a2-09f0af876dd0;inca;Diretrizes Brasileiras para o Rastreamento do Câncer do Colo do Útero (INCA);Segunda edição revisada, ampliada e atualizada das Diretrizes Brasileiras para rastreamento do câncer do colo do útero pela INCA em 2016.;Cancer, Colo do Útero, INCA, Diretrizes Brasileiras, Rastreamento, Saúde Pública, Ministério da Saúde, Rio de Janeiro;2016;diretrizes_para_o_rastreamento_do_cancer_do_colo_do_utero_2016_corrigido.pdf;inca_2016_diretrizes_brasileiras_para_o_rastreamento_do_cancer_do_colo_do_utero_inca.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2016_diretrizes_brasileiras_para_o_rastreamento_do_cancer_do_colo_do_utero_inca.pdf;274;118;pt;institutional_guide;11ddc210c6fd81acf665a75af5528fc53e9b43688fc29428d21bf218097b1621;;16/03/2026 17:31
79e73456-20ef-4a27-97f2-ab613693447c;inca;Estilo de Vida Saudável Durante e Após o Tratamento do Câncer;Orientação para pacientes sobre a importância de manter um estilo de vida saudável durante e após tratamentos contra câncer, com foco especial na alimentação saudável. Publicação do Instituto Nacional de Câncer José Alencar Gomes da Silva (INCA), Rio de Janeiro.;câncer, estilo de vida, alimentação, saúde, INCA, tratamento, orientação;2017;estilo-de-vida-saudavel-durante-e-apos-o-tratamento-de-cancer-2017.pdf;inca_2017_estilo_de_vida_saudavel_durante_e_apos_o_tratamento_do_cancer.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2017_estilo_de_vida_saudavel_durante_e_apos_o_tratamento_do_cancer.pdf;44;19;pt;patient_education;b60df830f64b1967c8e21aa2ba4b8f317be8b0a2b418a735a44d88a0a19dbdc1;;16/03/2026 17:32
6cefa32f-4a0c-4608-ae72-bcdd1f9f988b;inca;Orientações à Pessoa Traqueostomizada - 3ª Edição;Este documento fornece orientações para pacientes que passaram por traqueostomia, oferecendo práticas de higiene, manuseio da tráquea artificial e cuidados médicos. A terceira edição atualiza as informações.;Traqueostomia, Paciente, Cuidados Médicos, Higiene, Manuseio de Equipamentos Médicos;2017;traqueostomias-2017-web.pdf;inca_2017_orientacoes_a_pessoa_traqueostomizada_-_3a_edicao.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2017_orientacoes_a_pessoa_traqueostomizada_-_3a_edicao.pdf;283;16;pt;patient_education;2269fd158a2ce98a5a9ec28f2ce74b900a6e22c275315908937cebde11798a05;;16/03/2026 17:52
70315cbc-c00b-46fb-bd2b-820a842976b0;inca;Agente Comunitário de Saúde e Controle do Tabagismo no Brasil;Este documento, publicado pelo Ministério da Saúde, apresenta o papel do Agente Comunitário de Saúde no controle do tabagismo no Brasil. O trabalho foi realizado pelo Instituto Nacional de Câncer José Alencar Gomes da Silva em sua 2ª edição revista e 1ª reimpressão.;Tabagismo, Saúde Pública, Agente Comunitário de Saúde, Controle do Tabagismo, Brasil, Ministério da Saúde, Instituto Nacional de Câncer;2018;cartilha-do-agente-comunitario_2018.pdf;inca_2018_agente_comunitario_de_saude_e_controle_do_tabagismo_no_brasil.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2018_agente_comunitario_de_saude_e_controle_do_tabagismo_no_brasil.pdf;1094;28;pt;institutional_guide;2692b100f750dfed487bcb4496bcceecf29c7e25dfe2a58fbbb805a7e77bcbaf;;16/03/2026 17:04
52b1c3d9-3e67-4806-922c-8d478085b52b;inca;Guia de Nutrição para Pacientes e Cuidadores: Orientações Aos Pacientes;Publicação do INCA/Ministério da Saúde sobre dietas restritivas e alimentos milagrosos durante o tratamento do câncer. Proíbe-se de usar essas práticas, enfatizando a importância de uma dieta saudável e adequada durante o tratamento.;Câncer, Dieta, Alimentos Milagrosos, Tratamento, Ministério da Saúde, INCA, Guia Nutricional, Pacientes, Orientação, Saúde;2018;dietas-restritivas (1).pdf;inca_2018_guia_de_nutricao_para_pacientes_e_cuidadores_orientacoes_aos_pacientes.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2018_guia_de_nutricao_para_pacientes_e_cuidadores_orientacoes_aos_pacientes.pdf;222;8;pt;patient_education;9d94f99b256445daf8cf45260e120d96bfa02ae760a7c93e2cc019256963e091;;16/03/2026 17:29
fa3eb271-58e7-488b-9e9d-46c23557f39d;inca;Orientações ao Usuário - Cuidados com Estomias Intestinais e Urinárias (2nd edition);This document provides user guidelines for managing intestinal and urinary stomas, including care instructions, potential complications, and preventative measures. The 2nd edition includes updates on recent advancements in stoma care.;Stoma Care, Intestinal Stoma, Urinary Stoma, User Guidelines, Healthcare, Medical Procedures, Complications, Preventative Measures, SUS, 2nd Edition;2018;livro-cuidados-com-a-sua-estomia.pdf;inca_2018_orientacoes_ao_usuario_-_cuidados_com_estomias_intestinais_e_urinarias_2nd_editi.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2018_orientacoes_ao_usuario_-_cuidados_com_estomias_intestinais_e_urinarias_2nd_editi.pdf;456;20;pt;patient_education;4142d542dfd45a42e1b998e2b2e604c2f6f86dbe5a71f21a55c8e86cf31935b8;;16/03/2026 17:37
2df15647-d8f3-4c40-8eca-cb13059cd16e;inca;Câncer de Próstata: Uma abordagem;Este documento discute o câncer de próstata, um tipo de câncer comum em homens adultos. Fornece informações básicas sobre sintomas, diagnóstico e tratamento.;Câncer, Prostata, Tratamento, Diagnóstico, Sintomas;2019;cartilha_cancer_prostata_nov2019_3areimp_2022_visualizacao.pdf;inca_2019_cancer_de_prostata_uma_abordagem.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2019_cancer_de_prostata_uma_abordagem.pdf;253;16;pt;institutional_guide;aa2af6e3c5f8bebb704f044e68f24daf1e8ae7e63bfb8dcfd4ec393b97e0c0cc;;16/03/2026 17:06
28d6a444-d98a-45d3-9fe9-f40c909e727b;inca;Hospital do Câncer I - Orientação para Usuários (3ª Edição);Este documento fornece orientações importantes ao usuário sobre o Hospital do Câncer I, com foco no tratamento de câncer. A edição atual atualiza informações e procedimentos para uma melhor experiência do paciente.;Hospital, Câncer, Usuário, Orientação, Tratamento, Oncologia, SUS, Medicina, Procedimentos, Documento;2019;cartilha-conheca-o-hc1-3edicao-web (1).pdf;inca_2019_hospital_do_cancer_i_-_orientacao_para_usuarios_3a_edicao.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2019_hospital_do_cancer_i_-_orientacao_para_usuarios_3a_edicao.pdf;592;28;pt;institutional_guide;b6d929af5adb647e9966cdf42d148b6d5951f3b8b54a88df624c158811c3131a;;16/03/2026 17:03
fdb2f170-340a-4f35-b721-867578a9250e;inca;Orientações para Redução de Estresse durante Quimioterapia;Este documento fornece orientações sobre bem-estar, qualidade de vida e redução do estresse durante o tratamento quimioterápico.;Quimioterapia, Estresse, Bem-estar, Qualidade de Vida, Saúde Mental, Tratamento, Câncer;2019;reducao_de_estresse_na_quimioterapia.pdf;inca_2019_orientacoes_para_reducao_de_estresse_durante_quimioterapia.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2019_orientacoes_para_reducao_de_estresse_durante_quimioterapia.pdf;387;24;pt;patient_education;1cfc20eb902aaa62b6f5f309075be222a1d02f2527846a95fa8c06e85bcacddd;;16/03/2026 17:51
6c9e3df4-e6ef-4704-a599-f8ec2023d573;inca;Amianto: Riscos para Saúde Humana;Este documento discute sobre o amianto, uma fibra mineral conhecida por causar câncer e outras doenças. Ele aborda os riscos que a exposição à fibra representa para a saúde humana.;Amianto, Câncer, Doenças, Saúde Humana, Riscos, Fibra Mineral, INCA, Ministério da Saúde;2020;cartilha_amianto_2020.pdf;inca_2020_amianto_riscos_para_saude_humana.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2020_amianto_riscos_para_saude_humana.pdf;121;20;pt;patient_education;fd6dd6817381cecb619ae61cbdea8579a3b13e0dc1ef8710e1ec1a92e86d0ab8;;16/03/2026 17:06
b61568f3-f0b8-450c-a4da-da5562b79326;inca;Guia de Nutrição Para Pacientes e Cuidadores (4ª Edição);Este documento fornece orientações aos usuários sobre alimentação saudável para pacientes e seus cuidadores. Inclui informações nutricionais, recomendações diárias, dietas personalizadas e práticas saudáveis.;nutrição, paciente, cuidador, alimentação saudável, orientação, dieta, saúde, recomendações diárias, práticas saudáveis, guia;2020;guia-nutricao-pacientes-cuidadores-4-edicao.pdf;inca_2020_guia_de_nutricao_para_pacientes_e_cuidadores_4a_edicao.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2020_guia_de_nutricao_para_pacientes_e_cuidadores_4a_edicao.pdf;288;24;pt;patient_education;089397d9e37af685e8dce678042f6f84bdca6bd4dafed4576fe5f58efd034243;;16/03/2026 17:35
9c9d5617-7f38-4e1a-95fe-574e1a3a8aa3;inca;Brief Approach to Tobacco Cessation by OPAS/WHO and INCA;This document outlines a simplified approach to tobacco cessation, as per the guidelines set by the Pan-American Health Organization (OPAS) and World Health Organization (WHO). The Brazilian Ministry of Health and National Cancer Institute (INCA) endorse this action accessible for all healthcare professionals.;Tobacco Cessation, Healthcare Professionals, Guidelines, Pan-American Health Organization (OPAS), World Health Organization (WHO), Brazilian Ministry of Health, National Cancer Institute (INCA);2021;abordagem_tabagismo_web.pdf;inca_2021_abordagem_basica_cessacao_tabagismo.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2021_abordagem_basica_cessacao_tabagismo.pdf;157;24;pt;technical_manual;34c4fdc288b2a61115be283e12c0d032910ae74318c827671249b09dc2b90798;;16/03/2026 16:59
7d8765d7-bd09-439d-85a8-7f8accea6b33;inca;Detecção Precoce do Câncer - INCA 2021;Este documento discute a detecção precoce de câncer pelo Instituto Nacional de Câncer José Alencar Gomes da Silva (INCA) do Ministério da Saúde, com foco específico em Rio de Janeiro, RJ, no ano de 2021.;Cançer, Detecção Precoce, Saúde Pública, INCA, Ministério da Saúde, Rio de Janeiro;2021;deteccao-precoce-do-cancer_0.pdf;inca_2021_deteccao_precoce_do_cancer_-_inca_2021.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2021_deteccao_precoce_do_cancer_-_inca_2021.pdf;89;74;pt;institutional_guide;543769653ef78b3bc53aa62b304e443b344a79333df6de1878987305300d2e13;;16/03/2026 17:27
3ca44023-4e88-490e-894f-047372c69493;inca;Estimativa de Câncer no Brasil em 2021: Dados Chocantes;Relatório do INCA previsão de 625 mil novos casos de câncer no Brasil em 2021. Câncer de pele não melanoma será o mais comum, seguido por mama, próstata, cólon-reto, pulmão e estômago.;câncer, INCA, estatísticas, doença, Saúde pública, Brasil;2021;publicacao-21fatos-inca-dmc2021-final-08-02-21.pdf;inca_2021_estimativa_de_cancer_no_brasil_em_2021_dados_chocantes.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2021_estimativa_de_cancer_no_brasil_em_2021_dados_chocantes.pdf;43;17;pt;patient_education;3ec3c7ec54105470120a92d1c31723acd7ef630c511cf450022fd5679b105039;;16/03/2026 17:47
e007b508-c9a7-4577-a9ed-a50552f6ca5d;inca;Poluição do ar, câncer e outras doenças: o que você precisa saber?;Este documento do INCA discute a relação entre poluição do ar e risco de câncer, além de outras doenças. O trabalho apresenta dados e informações sobre os impactos da poluição no crescimento do câncer e propõe medidas para minimizar esses impactos.;Poluição do ar, Câncer, Doenças crônicas, Saúde pública, INCA, Rio de Janeiro;2021;cartilha_poluicao_do_ar_web.pdf;inca_2021_poluicao_do_ar_cancer_e_outras_doencas_o_que_voce_precisa_saber.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2021_poluicao_do_ar_cancer_e_outras_doencas_o_que_voce_precisa_saber.pdf;117;13;pt;patient_education;dbe1debfd092322a19f43dab406275912d543de07f52b38e24c5e603ac7171ee;;16/03/2026 17:08
f4d9fba4-364b-4324-a81b-a08d3d4b7ede;inca;Atividade Física e Câncer: Recomendações para Prevenção e Controle;Este documento apresenta recomendações sobre atividade física para a prevenção e controle de câncer, produzido pelo Instituto Nacional de Câncer José Alencar Gomes da Silva (INCA), Sociedade Brasileira de Oncologia Clínica – SBOC e Sociedade Brasileira de Atividade Física e Saúde – SBAFS.;Atividade Física, Câncer, Prevenção, Controle, Recomendações, INCA, SBOC, SBAFS;2022;af_e_cancer_prevencao_e_controle_sboc_inca_sbafs_c-per-eleitoral.pdf;inca_2022_atividade_fisica_e_cancer_recomendacoes_para_prevencao_e_controle.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2022_atividade_fisica_e_cancer_recomendacoes_para_prevencao_e_controle.pdf;163;58;pt;institutional_guide;f332a0b82d8cbaeb8f74d6d024f6896d3ab875c2272dfa2458a3365ba8070381;;16/03/2026 17:02
9f7e9c48-6bea-46e3-b019-de8e3bbc68d0;inca;Diagnóstico Precoce do Câncer de Boca - INCA;Este documento discute sobre o diagnóstico precoce de câncer de boca, promovido pelo Instituto Nacional de Câncer (INCA), no Rio de Janeiro, RJ, em 2022.;Cancer de Boca, Diagnóstico Precoce, INCA, Saúde Pública, Rio de Janeiro;2022;livro-diagnostico-precoce-cancer-boca-2022.pdf;inca_2022_diagnostico_precoce_do_cancer_de_boca_-_inca.pdf;C:\Users\aribe\Documents\FIAP\Fase 3\oncosus\data\raw\inca\inca_2022_diagnostico_precoce_do_cancer_de_boca_-_inca.pdf;767;139;pt;technical_manual;bf8623d2fb3407dfc33c1a8b32dc0f7e984e89eb6b40a9893efc4f5edd7d39a8;;16/03/2026 17:38
